StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q_RelevantIDDuplicate,Q_RelevantIDDuplicateScore,Q_RelevantIDFraudScore,Q_RelevantIDLastStartDate,A0,A1,A1_DO,A2,A2_DO,A3,A4,A4_DO,A5a,A5a_4_TEXT,A5a_DO,A6a,B1,B2,B2_3_TEXT,B2_DO,B3,B3_5_TEXT,B3_DO,B4,B4_4_TEXT,B4d,B4r,B4i,B5,B5_13_TEXT,B6,B6_11_TEXT,A7a,C3_1,C3_2,C3_3,C3_4,C3_DO,C4_1,C4_2,C4_3,C4_4,C4_DO,C5_1,C5_2,C5_3,C5_4,C5_DO,C6_1,C6_2,C6_3,C6_4,C6_DO,D1,sfOpportunityName,sfSupportType,sfCaseId,rid,pid,SUPPLIER_ID,SUPNAME,UserAgent
10/10/2022 22:30,10/10/2022 22:34,IP Address,67.3.161.45,100,202,TRUE,10/10/2022 22:34,R_3HqslxPZr5UfENh,,,,,41.2327,-96.1138,anonymous,EN,,,0,0,,Yes,Yes,Yes|No,I understand,I do not understand|I understand,Extremely interested,Yes,Yes|No,Alaska,,Alabama|Alaska|Arkansas|Arizona|Other,,23,Male,,Male|Female|Other|Prefer not to tell,White,,American Indian and Alaska Native|White|Black or African American|Asian and Pacific Islanders|Middle Easterners and North Africans|Latino or Hispanic|Other,Republican,,,Strong Republican,,Bachelor's degree,,Very likely,,taagepera-shugart system,1,3,4,2,Nick Begich  (Registered Republican)|Mary S. Peltola  (Registered Democrat)|Chris Bye  (Registered Libertarian)|Sarah Palin  (Registered Republican),3,4,2,1,Mary S. Peltola (Registered Democrat)|Sarah Palin (Registered Republican)|Nick Begich (Registered Republican)|Chris Bye (Registered Libertarian),4,3,2,1,Kelly C. Tshibaka (Registered Republican)|Lisa Murkowski (Registered Republican)|Buzz A. Kelley (Registered Republican)|Patricia R. Chesbro (Registered Democrat),1,4,2,3,Patricia R. Chesbro (Registered Democrat)|Lisa Murkowski (Registered Republican)|Kelly C. Tshibaka (Registered Republican)|Buzz A. Kelley (Registered Republican),"
Before you exit, please tell us about how you fee",,,,6344f056-e22a-3957-56a0-668196e168c0,,989,26899817,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:105.0) Gecko/20100101 Firefox/105.0
10/10/2022 22:35,10/10/2022 22:38,IP Address,20.163.20.219,100,183,TRUE,10/10/2022 22:38,R_2v1GTbJtj442Xc8,,,,,33.4475,-112.0866,anonymous,EN,0.899999976,,0,0,,Yes,Yes,Yes|No,I understand,I understand|I do not understand,Extremely interested,Yes,Yes|No,Alaska,,Alaska|Arizona|Alabama|Arkansas|Other,,23,Male,,Female|Male|Other|Prefer not to tell,Black or African American,,Middle Easterners and North Africans|White|Asian and Pacific Islanders|Latino or Hispanic|Black or African American|American Indian and Alaska Native|Other,Republican,,,Strong Republican,,Bachelor's degree,,Very likely,,taagepera-shugart system,1,4,3,2,Nick Begich  (Registered Republican)|Mary S. Peltola  (Registered Democrat)|Sarah Palin  (Registered Republican)|Chris Bye  (Registered Libertarian),3,2,1,4,Sarah Palin (Registered Republican)|Chris Bye (Registered Libertarian)|Nick Begich (Registered Republican)|Mary S. Peltola (Registered Democrat),4,1,2,3,Patricia R. Chesbro (Registered Democrat)|Kelly C. Tshibaka (Registered Republican)|Lisa Murkowski (Registered Republican)|Buzz A. Kelley (Registered Republican),1,4,2,3,Patricia R. Chesbro (Registered Democrat)|Lisa Murkowski (Registered Republican)|Kelly C. Tshibaka (Registered Republican)|Buzz A. Kelley (Registered Republican),voting ,,,,6344f262-027d-da96-906a-c38e3e745f74,,989,26899817,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:100.0) Gecko/20100101 Firefox/100.0
10/10/2022 22:36,10/10/2022 22:43,IP Address,24.237.205.231,100,402,TRUE,10/10/2022 22:43,R_2dHd3faEYobuWez,,,,,61.0988,-149.8077,anonymous,EN,1,,0,0,,Yes,Yes,No|Yes,I understand,I understand|I do not understand,"Extremely interested,Very interested,Moderately interested",Yes,Yes|No,Alaska,,Alabama|Arkansas|Alaska|Arizona|Other,,76,Male,,Male|Female|Other|Prefer not to tell,White,,Black or African American|White|Asian and Pacific Islanders|American Indian and Alaska Native|Latino or Hispanic|Middle Easterners and North Africans|Other,Republican,,,Strong Republican,,Associate degree,,Very likely,,ranked-choice voting,,,1,,Mary S. Peltola  (Registered Democrat)|Nick Begich  (Registered Republican)|Sarah Palin  (Registered Republican)|Chris Bye  (Registered Libertarian),2,3,1,4,Mary S. Peltola (Registered Democrat)|Chris Bye (Registered Libertarian)|Sarah Palin (Registered Republican)|Nick Begich (Registered Republican),,,,1,Buzz A. Kelley (Registered Republican)|Lisa Murkowski (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Kelly C. Tshibaka (Registered Republican),3,2,4,1,Lisa Murkowski (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Kelly C. Tshibaka (Registered Republican)|Buzz A. Kelley (Registered Republican),no,,,,6344f2bc-384e-ac5c-5347-423a859d5b1e,,1052,26899817,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36 Edg/106.0.1370.37"
10/10/2022 22:41,10/10/2022 22:45,IP Address,67.3.185.178,100,282,TRUE,10/10/2022 22:45,R_3ew1XiX8tLdhXYj,,,,,41.2377,-95.9998,anonymous,EN,,,0,0,,Yes,Yes,No|Yes,I understand,I understand|I do not understand,Extremely interested,Yes,No|Yes,Alaska,,Alaska|Arizona|Arkansas|Alabama|Other,,23,Male,,Female|Male|Other|Prefer not to tell,White,,White|Middle Easterners and North Africans|Asian and Pacific Islanders|American Indian and Alaska Native|Black or African American|Latino or Hispanic|Other,Republican,,,Strong Republican,,Bachelor's degree,,Very likely,,taagepera-shugart system,3,2,4,1,Mary S. Peltola  (Registered Democrat)|Chris Bye  (Registered Libertarian)|Nick Begich  (Registered Republican)|Sarah Palin  (Registered Republican),2,1,3,4,Chris Bye (Registered Libertarian)|Nick Begich (Registered Republican)|Sarah Palin (Registered Republican)|Mary S. Peltola (Registered Democrat),2,1,3,4,Buzz A. Kelley (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Lisa Murkowski (Registered Republican)|Kelly C. Tshibaka (Registered Republican),2,3,1,4,Lisa Murkowski (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Buzz A. Kelley (Registered Republican)|Kelly C. Tshibaka (Registered Republican), not intended to suppor,,,,6344f38f-108d-e162-2532-fb97bc7eeabb,,989,26899817,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:105.0) Gecko/20100101 Firefox/105.0
10/10/2022 23:01,10/10/2022 23:04,IP Address,20.163.20.219,100,187,TRUE,10/10/2022 23:04,R_1opVsiQkPIeTKHW,,,,,33.4475,-112.0866,anonymous,EN,1,,0,0,,Yes,Yes,No|Yes,I understand,I understand|I do not understand,Extremely interested,Yes,No|Yes,Alaska,,Alabama|Alaska|Arkansas|Arizona|Other,,23,Male,,Male|Female|Other|Prefer not to tell,Black or African American,,Middle Easterners and North Africans|White|Black or African American|American Indian and Alaska Native|Asian and Pacific Islanders|Latino or Hispanic|Other,Republican,,,Strong Republican,,Bachelor's degree,,Very likely,,taagepera-shugart system,1,4,3,2,Chris Bye  (Registered Libertarian)|Sarah Palin  (Registered Republican)|Mary S. Peltola  (Registered Democrat)|Nick Begich  (Registered Republican),1,2,3,4,Nick Begich (Registered Republican)|Chris Bye (Registered Libertarian)|Sarah Palin (Registered Republican)|Mary S. Peltola (Registered Democrat),1,2,4,3,Patricia R. Chesbro (Registered Democrat)|Buzz A. Kelley (Registered Republican)|Kelly C. Tshibaka (Registered Republican)|Lisa Murkowski (Registered Republican),1,2,4,3,Patricia R. Chesbro (Registered Democrat)|Buzz A. Kelley (Registered Republican)|Kelly C. Tshibaka (Registered Republican)|Lisa Murkowski (Registered Republican),voting ,,,,6344f86b-6611-2bc9-7636-faba9382c9cb,,989,26899817,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:100.0) Gecko/20100101 Firefox/100.0
10/10/2022 23:13,10/10/2022 23:16,IP Address,116.110.99.82,100,155,TRUE,10/10/2022 23:16,R_8kUJdIn3RQYQ8RH,,,,,16.0685,108.2215,anonymous,EN,0.800000012,TRUE,90,30,10/11/2022 3:58,Yes,Yes,No|Yes,I understand,I do not understand|I understand,Extremely interested,Yes,No|Yes,Alaska,,Arizona|Alabama|Alaska|Arkansas|Other,,23,Male,,Female|Male|Other|Prefer not to tell,White,,Latino or Hispanic|Asian and Pacific Islanders|American Indian and Alaska Native|Black or African American|Middle Easterners and North Africans|White|Other,Republican,,,Strong Republican,,Bachelor's degree,,Very likely,,taagepera-shugart system,3,4,1,2,Sarah Palin  (Registered Republican)|Mary S. Peltola  (Registered Democrat)|Nick Begich  (Registered Republican)|Chris Bye  (Registered Libertarian),3,2,4,1,Mary S. Peltola (Registered Democrat)|Chris Bye (Registered Libertarian)|Nick Begich (Registered Republican)|Sarah Palin (Registered Republican),2,4,3,1,Kelly C. Tshibaka (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Lisa Murkowski (Registered Republican)|Buzz A. Kelley (Registered Republican),1,4,2,3,Patricia R. Chesbro (Registered Democrat)|Lisa Murkowski (Registered Republican)|Kelly C. Tshibaka (Registered Republican)|Buzz A. Kelley (Registered Republican),"it, please tell us about how yo",,,,6344fb20-6dae-672c-cab0-4ef0aabe50ec,,989,26899817,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:105.0) Gecko/20100101 Firefox/105.0
10/10/2022 23:13,10/10/2022 23:19,IP Address,20.163.20.219,100,365,TRUE,10/10/2022 23:19,R_1jNRAGnf37IutBO,,,,,33.4475,-112.0866,anonymous,EN,0.800000012,,0,0,,Yes,Yes,Yes|No,I understand,I understand|I do not understand,Extremely interested,Yes,Yes|No,Alaska,,Alabama|Alaska|Arizona|Arkansas|Other,,23,Male,,Male|Female|Other|Prefer not to tell,Black or African American,,White|American Indian and Alaska Native|Black or African American|Latino or Hispanic|Asian and Pacific Islanders|Middle Easterners and North Africans|Other,Republican,,,Strong Republican,,Bachelor's degree,,Very likely,,taagepera-shugart system,2,4,1,3,Sarah Palin  (Registered Republican)|Nick Begich  (Registered Republican)|Mary S. Peltola  (Registered Democrat)|Chris Bye  (Registered Libertarian),4,2,3,1,Sarah Palin (Registered Republican)|Chris Bye (Registered Libertarian)|Mary S. Peltola (Registered Democrat)|Nick Begich (Registered Republican),2,1,3,4,Buzz A. Kelley (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Lisa Murkowski (Registered Republican)|Kelly C. Tshibaka (Registered Republican),2,4,3,1,Kelly C. Tshibaka (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Lisa Murkowski (Registered Republican)|Buzz A. Kelley (Registered Republican),ok,,,,6344fb59-5d67-feb0-4710-b4bce5515c2a,,989,26899817,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:100.0) Gecko/20100101 Firefox/100.0
10/10/2022 23:16,10/10/2022 23:22,IP Address,107.77.205.33,100,336,TRUE,10/10/2022 23:22,R_z5Ls3wd3H6WaW7n,,,,,47.6034,-122.3414,anonymous,EN,0.899999976,,0,0,,Yes,Yes,No|Yes,I understand,I do not understand|I understand,"Extremely interested,Very interested",Yes,No|Yes,Alaska,,Arkansas|Alaska|Alabama|Arizona|Other,,73,Female,,Female|Male|Other|Prefer not to tell,White,,Asian and Pacific Islanders|White|Middle Easterners and North Africans|Latino or Hispanic|Black or African American|American Indian and Alaska Native|Other,Republican,,,Not very strong Republican,,Some college but no degree,,Very likely,,ranked-choice voting,1,,2,,Chris Bye  (Registered Libertarian)|Sarah Palin  (Registered Republican)|Mary S. Peltola  (Registered Democrat)|Nick Begich  (Registered Republican),1,3,2,4,Sarah Palin (Registered Republican)|Nick Begich (Registered Republican)|Chris Bye (Registered Libertarian)|Mary S. Peltola (Registered Democrat),,,,1,Buzz A. Kelley (Registered Republican)|Kelly C. Tshibaka (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Lisa Murkowski (Registered Republican),3,2,4,1,Kelly C. Tshibaka (Registered Republican)|Lisa Murkowski (Registered Republican)|Buzz A. Kelley (Registered Republican)|Patricia R. Chesbro (Registered Democrat),Rank choice voting is another attempt by the Democrats to steal our elections. Very bad idea.,,,,6344fc09-374c-889a-d1ab-3ab735e39fad,,1682,26899817,"Mozilla/5.0 (Linux; Android 10; SAMSUNG SM-G960U) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/17.0 Chrome/96.0.4664.104 Mobile Safari/537.36"
10/10/2022 23:19,10/10/2022 23:25,IP Address,20.168.98.177,100,364,TRUE,10/10/2022 23:25,R_2t0diCzffIAw1nl,,,,,33.4475,-112.0866,anonymous,EN,0.800000012,,0,0,,Yes,Yes,No|Yes,I understand,I do not understand|I understand,Extremely interested,Yes,No|Yes,Alaska,,Alabama|Arizona|Arkansas|Alaska|Other,,22,Male,,Female|Male|Other|Prefer not to tell,Black or African American,,Middle Easterners and North Africans|White|Latino or Hispanic|Black or African American|Asian and Pacific Islanders|American Indian and Alaska Native|Other,Republican,,,Strong Republican,,Bachelor's degree,,Very likely,,taagepera-shugart system,1,3,4,2,Sarah Palin  (Registered Republican)|Chris Bye  (Registered Libertarian)|Mary S. Peltola  (Registered Democrat)|Nick Begich  (Registered Republican),4,3,2,1,Sarah Palin (Registered Republican)|Mary S. Peltola (Registered Democrat)|Chris Bye (Registered Libertarian)|Nick Begich (Registered Republican),2,4,1,3,Lisa Murkowski (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Kelly C. Tshibaka (Registered Republican)|Buzz A. Kelley (Registered Republican),4,3,2,1,Kelly C. Tshibaka (Registered Republican)|Lisa Murkowski (Registered Republican)|Buzz A. Kelley (Registered Republican)|Patricia R. Chesbro (Registered Democrat),ok,,,,6344fc5e-b7e1-ad4a-124a-469c1f138f25,,989,26899817,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:98.0) Gecko/20100101 Firefox/98.0
10/10/2022 23:20,10/10/2022 23:25,IP Address,24.237.91.146,100,339,TRUE,10/10/2022 23:25,R_1Dx13ZRzLINqVko,,,,,61.1498,-149.8257,anonymous,EN,0.899999976,,0,0,,Yes,Yes,No|Yes,I understand,I understand|I do not understand,"Extremely interested,Very interested",Yes,No|Yes,Alaska,,Arizona|Alabama|Arkansas|Alaska|Other,,38,Male,,Male|Female|Other|Prefer not to tell,Other,,Asian and Pacific Islanders|White|Middle Easterners and North Africans|Black or African American|American Indian and Alaska Native|Latino or Hispanic|Other,Independent,,,,Closer to the Democratic Party,Professional school degree,,Very likely,,ranked-choice voting,3,2,4,1,Nick Begich  (Registered Republican)|Sarah Palin  (Registered Republican)|Chris Bye  (Registered Libertarian)|Mary S. Peltola  (Registered Democrat),3,2,4,1,Chris Bye (Registered Libertarian)|Mary S. Peltola (Registered Democrat)|Nick Begich (Registered Republican)|Sarah Palin (Registered Republican),2,3,1,4,Buzz A. Kelley (Registered Republican)|Kelly C. Tshibaka (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Lisa Murkowski (Registered Republican),2,3,1,4,Kelly C. Tshibaka (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Lisa Murkowski (Registered Republican)|Buzz A. Kelley (Registered Republican),"I like rcv.
It give power to the voters.",,,,6344fcf9-3d4a-efe3-d553-53721664e351,,1451,26899817,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.2 Safari/605.1.15"
10/10/2022 23:25,10/10/2022 23:30,IP Address,20.163.20.219,100,288,TRUE,10/10/2022 23:30,R_so2bPYLicWDHt0R,,,,,33.4475,-112.0866,anonymous,EN,0.899999976,,0,0,,Yes,Yes,Yes|No,I understand,I understand|I do not understand,Extremely interested,Yes,No|Yes,Alaska,,Alaska|Arkansas|Arizona|Alabama|Other,,24,Male,,Male|Female|Other|Prefer not to tell,Black or African American,,Black or African American|Middle Easterners and North Africans|Latino or Hispanic|White|American Indian and Alaska Native|Asian and Pacific Islanders|Other,Republican,,,Strong Republican,,Bachelor's degree,,Very likely,,taagepera-shugart system,2,4,1,3,Sarah Palin  (Registered Republican)|Nick Begich  (Registered Republican)|Mary S. Peltola  (Registered Democrat)|Chris Bye  (Registered Libertarian),4,2,1,3,Mary S. Peltola (Registered Democrat)|Chris Bye (Registered Libertarian)|Sarah Palin (Registered Republican)|Nick Begich (Registered Republican),2,3,4,1,Kelly C. Tshibaka (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Buzz A. Kelley (Registered Republican)|Lisa Murkowski (Registered Republican),3,2,1,4,Lisa Murkowski (Registered Republican)|Buzz A. Kelley (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Kelly C. Tshibaka (Registered Republican),ok,,,,6344fde1-244b-0705-baf5-79bdca8e4087,,989,26899817,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:100.0) Gecko/20100101 Firefox/100.0
10/10/2022 23:29,10/10/2022 23:34,IP Address,20.168.98.177,100,286,TRUE,10/10/2022 23:34,R_1N2BVuzr5w6mPBT,,,,,33.4475,-112.0866,anonymous,EN,0.800000012,,0,0,,Yes,Yes,Yes|No,I understand,I understand|I do not understand,Extremely interested,Yes,No|Yes,Alaska,,Alabama|Alaska|Arkansas|Arizona|Other,,25,Male,,Female|Male|Other|Prefer not to tell,Black or African American,,Black or African American|Latino or Hispanic|American Indian and Alaska Native|White|Asian and Pacific Islanders|Middle Easterners and North Africans|Other,Republican,,,Strong Republican,,Bachelor's degree,,Very likely,,taagepera-shugart system,4,3,2,1,Mary S. Peltola  (Registered Democrat)|Sarah Palin  (Registered Republican)|Chris Bye  (Registered Libertarian)|Nick Begich  (Registered Republican),2,4,1,3,Sarah Palin (Registered Republican)|Nick Begich (Registered Republican)|Mary S. Peltola (Registered Democrat)|Chris Bye (Registered Libertarian),4,2,1,3,Lisa Murkowski (Registered Republican)|Buzz A. Kelley (Registered Republican)|Kelly C. Tshibaka (Registered Republican)|Patricia R. Chesbro (Registered Democrat),2,4,3,1,Kelly C. Tshibaka (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Lisa Murkowski (Registered Republican)|Buzz A. Kelley (Registered Republican),choice ,,,,6344ff14-d7eb-3b76-e71b-5492d166130c,,989,26899817,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:98.0) Gecko/20100101 Firefox/98.0
10/10/2022 23:37,10/10/2022 23:39,IP Address,172.58.56.114,100,162,TRUE,10/10/2022 23:39,R_XTygQ09qflAsYxj,,,,,39.0847,-94.5308,anonymous,EN,0.899999976,,0,0,,Yes,Yes,Yes|No,I understand,I do not understand|I understand,Extremely interested,Yes,No|Yes,Alaska,,Alabama|Arizona|Arkansas|Alaska|Other,,23,Male,,Male|Female|Other|Prefer not to tell,White,,Asian and Pacific Islanders|Black or African American|Latino or Hispanic|Middle Easterners and North Africans|White|American Indian and Alaska Native|Other,Republican,,,Strong Republican,,Bachelor's degree,,Very likely,,taagepera-shugart system,3,4,1,2,Sarah Palin  (Registered Republican)|Mary S. Peltola  (Registered Democrat)|Nick Begich  (Registered Republican)|Chris Bye  (Registered Libertarian),2,4,1,3,Sarah Palin (Registered Republican)|Nick Begich (Registered Republican)|Mary S. Peltola (Registered Democrat)|Chris Bye (Registered Libertarian),1,3,4,2,Patricia R. Chesbro (Registered Democrat)|Kelly C. Tshibaka (Registered Republican)|Buzz A. Kelley (Registered Republican)|Lisa Murkowski (Registered Republican),4,3,1,2,Lisa Murkowski (Registered Republican)|Kelly C. Tshibaka (Registered Republican)|Buzz A. Kelley (Registered Republican)|Patricia R. Chesbro (Registered Democrat),"
Before you exit, please tell us about how you fee",,,,634500e6-1346-ab77-d8e7-c1663e3bf8e1,,989,26899817,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:105.0) Gecko/20100101 Firefox/105.0
10/10/2022 23:41,10/10/2022 23:46,IP Address,24.237.88.80,100,290,TRUE,10/10/2022 23:46,R_bqjftYNgZPIBaIV,,,,,61.1498,-149.8257,anonymous,EN,0.800000012,,0,0,,Yes,Yes,No|Yes,I understand,I understand|I do not understand,"Extremely interested,Very interested",Yes,No|Yes,Alaska,,Arkansas|Alabama|Arizona|Alaska|Other,,31,Female,,Female|Male|Other|Prefer not to tell,Asian and Pacific Islanders,,Middle Easterners and North Africans|American Indian and Alaska Native|Black or African American|White|Asian and Pacific Islanders|Latino or Hispanic|Other,Republican,,,Not very strong Republican,,Bachelor's degree,,Likely,,ranked-choice voting,3,1,2,4,Nick Begich  (Registered Republican)|Sarah Palin  (Registered Republican)|Mary S. Peltola  (Registered Democrat)|Chris Bye  (Registered Libertarian),3,2,1,4,Mary S. Peltola (Registered Democrat)|Chris Bye (Registered Libertarian)|Sarah Palin (Registered Republican)|Nick Begich (Registered Republican),3,4,2,1,Buzz A. Kelley (Registered Republican)|Lisa Murkowski (Registered Republican)|Kelly C. Tshibaka (Registered Republican)|Patricia R. Chesbro (Registered Democrat),2,4,1,3,Lisa Murkowski (Registered Republican)|Buzz A. Kelley (Registered Republican)|Kelly C. Tshibaka (Registered Republican)|Patricia R. Chesbro (Registered Democrat),I don’t like it it’s not very straight forward ,,,,634501bc-678d-ca7d-16b6-eb214b757016,,1207,26899817,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_0_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148"
10/10/2022 23:34,10/10/2022 23:47,IP Address,20.163.20.219,100,759,TRUE,10/10/2022 23:47,R_3JbdvJs3Hz8Hs41,,,,,33.4475,-112.0866,anonymous,EN,0.899999976,,0,0,,Yes,Yes,Yes|No,I understand,I understand|I do not understand,Extremely interested,Yes,Yes|No,Alaska,,Arkansas|Alaska|Arizona|Alabama|Other,,22,Male,,Male|Female|Other|Prefer not to tell,Black or African American,,American Indian and Alaska Native|Middle Easterners and North Africans|Black or African American|White|Asian and Pacific Islanders|Latino or Hispanic|Other,Republican,,,Strong Republican,,Bachelor's degree,,Very likely,,taagepera-shugart system,3,1,2,4,Chris Bye  (Registered Libertarian)|Sarah Palin  (Registered Republican)|Nick Begich  (Registered Republican)|Mary S. Peltola  (Registered Democrat),1,4,2,3,Sarah Palin (Registered Republican)|Nick Begich (Registered Republican)|Mary S. Peltola (Registered Democrat)|Chris Bye (Registered Libertarian),4,1,2,3,Buzz A. Kelley (Registered Republican)|Lisa Murkowski (Registered Republican)|Kelly C. Tshibaka (Registered Republican)|Patricia R. Chesbro (Registered Democrat),1,4,2,3,Patricia R. Chesbro (Registered Democrat)|Lisa Murkowski (Registered Republican)|Kelly C. Tshibaka (Registered Republican)|Buzz A. Kelley (Registered Republican),voting ,,,,63450014-d4ff-a991-a440-d303381ebc43,,989,26899817,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:100.0) Gecko/20100101 Firefox/100.0
10/10/2022 23:46,10/10/2022 23:48,IP Address,172.56.17.164,100,132,TRUE,10/10/2022 23:48,R_2AEYBMGLBW5bog3,,,,,34.0767,-118.1802,anonymous,EN,0.899999976,,0,0,,Yes,Yes,No|Yes,I understand,I do not understand|I understand,Extremely interested,Yes,Yes|No,Alaska,,Alaska|Arkansas|Alabama|Arizona|Other,,23,Male,,Female|Male|Other|Prefer not to tell,White,,Latino or Hispanic|Middle Easterners and North Africans|Asian and Pacific Islanders|Black or African American|White|American Indian and Alaska Native|Other,Republican,,,Strong Republican,,Bachelor's degree,,Very likely,,taagepera-shugart system,2,1,3,4,Chris Bye  (Registered Libertarian)|Nick Begich  (Registered Republican)|Sarah Palin  (Registered Republican)|Mary S. Peltola  (Registered Democrat),4,1,2,3,Chris Bye (Registered Libertarian)|Sarah Palin (Registered Republican)|Mary S. Peltola (Registered Democrat)|Nick Begich (Registered Republican),4,3,2,1,Kelly C. Tshibaka (Registered Republican)|Lisa Murkowski (Registered Republican)|Buzz A. Kelley (Registered Republican)|Patricia R. Chesbro (Registered Democrat),2,3,4,1,Kelly C. Tshibaka (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Buzz A. Kelley (Registered Republican)|Lisa Murkowski (Registered Republican),lease tell us about how you feel abo,,,,634502e4-0e71-19fe-9ab3-07a0a1c7f699,,989,26899817,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:105.0) Gecko/20100101 Firefox/105.0
10/10/2022 23:47,10/10/2022 23:55,IP Address,20.168.98.177,100,480,TRUE,10/10/2022 23:55,R_3kv5EH7PoAXeVUV,,,,,33.4475,-112.0866,anonymous,EN,0.800000012,,0,25,,Yes,Yes,No|Yes,I understand,I do not understand|I understand,Extremely interested,Yes,Yes|No,Alaska,,Arizona|Arkansas|Alabama|Alaska|Other,,25,Male,,Female|Male|Other|Prefer not to tell,Black or African American,,Middle Easterners and North Africans|American Indian and Alaska Native|Black or African American|Asian and Pacific Islanders|White|Latino or Hispanic|Other,Republican,,,Strong Republican,,Bachelor's degree,,Very likely,,taagepera-shugart system,3,2,1,4,Sarah Palin  (Registered Republican)|Chris Bye  (Registered Libertarian)|Nick Begich  (Registered Republican)|Mary S. Peltola  (Registered Democrat),4,1,2,3,Chris Bye (Registered Libertarian)|Sarah Palin (Registered Republican)|Mary S. Peltola (Registered Democrat)|Nick Begich (Registered Republican),1,2,3,4,Patricia R. Chesbro (Registered Democrat)|Buzz A. Kelley (Registered Republican)|Lisa Murkowski (Registered Republican)|Kelly C. Tshibaka (Registered Republican),2,3,1,4,Lisa Murkowski (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Buzz A. Kelley (Registered Republican)|Kelly C. Tshibaka (Registered Republican),Before ,,,,6345033a-dec1-d736-eb60-8455880bb8af,,989,26899817,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:98.0) Gecko/20100101 Firefox/98.0
10/10/2022 23:56,10/10/2022 23:59,IP Address,174.192.4.147,100,152,TRUE,10/10/2022 23:59,R_2rBhSKkNBzJzjfF,,,,,41.5382,-72.8008,anonymous,EN,0.899999976,,0,5,,Yes,Yes,No|Yes,I understand,I understand|I do not understand,Extremely interested,Yes,No|Yes,Alaska,,Alabama|Arizona|Arkansas|Alaska|Other,,23,Male,,Male|Female|Other|Prefer not to tell,White,,Asian and Pacific Islanders|Black or African American|White|American Indian and Alaska Native|Latino or Hispanic|Middle Easterners and North Africans|Other,Republican,,,Strong Republican,,Bachelor's degree,,Very likely,,taagepera-shugart system,3,2,1,4,Sarah Palin  (Registered Republican)|Chris Bye  (Registered Libertarian)|Nick Begich  (Registered Republican)|Mary S. Peltola  (Registered Democrat),4,2,3,1,Mary S. Peltola (Registered Democrat)|Chris Bye (Registered Libertarian)|Sarah Palin (Registered Republican)|Nick Begich (Registered Republican),3,2,1,4,Lisa Murkowski (Registered Republican)|Buzz A. Kelley (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Kelly C. Tshibaka (Registered Republican),2,4,1,3,Lisa Murkowski (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Kelly C. Tshibaka (Registered Republican)|Buzz A. Kelley (Registered Republican),se tell us about how you feel abou,,,,6345057d-dc9f-3f52-ec09-9bc3dea02d54,,989,26899817,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:105.0) Gecko/20100101 Firefox/105.0
