StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q_RelevantIDDuplicate,Q_RelevantIDDuplicateScore,Q_RelevantIDFraudScore,Q_RelevantIDLastStartDate,A0,A1,A1_DO,A2,A2_DO,A3,A4,A4_DO,A5o,A5o_5_TEXT,A5o_DO,A6o,B1,B2,B2_3_TEXT,B2_DO,B3,B3_5_TEXT,B3_DO,B4,B4_4_TEXT,B4d,B4r,B4i,B5,B5_13_TEXT,B6,B6_11_TEXT,A7o,C1_1,C1_2,C1_3,C1_4,C1_5,C1_6,C1_7,C1_8,C1_17,C1_18,C1_DO,C2_1,C2_2,C2_3,C2_4,C2_5,C2_6,C2_7,C2_8,C2_17,C2_18,C2_DO,D1,sfOpportunityName,sfSupportType,sfCaseId,rid,pid,SUPPLIER_ID,SUPNAME,UserAgent
2022-10-11 16:11:12,2022-10-11 16:17:21,IP Address,174.249.131.206,100,369,True,2022-10-11 16:17:21,R_26by5ZKOEKtwnrV,,,,,37.7642,-122.3993,anonymous,EN,0.800000011920929,,0,0,,Yes,Yes,Yes|No,I understand,I do not understand|I understand,"Extremely interested,Very interested",Yes,Yes|No,Oakland,,Orland|Oakland|Ontario|Omaha|Other,,32,Male,,Male|Female|Other|Prefer not to tell,Asian and Pacific Islanders,,Middle Easterners and North Africans|Latino or Hispanic|Asian and Pacific Islanders|Black or African American|White|American Indian and Alaska Native|Other,Republican,,,Not very strong Republican,,Master's degree,,Unlikely,,ranked-choice voting,2,,1,,3,,,,,,Peter Y. Liu (Entertainer)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Treva D. Reid (Councilmember/Senior Caregiver)|Gregory Hodge (Non-Profit Executive)|Ignacio De La Fuente (Business Solution Strategist)|Sheng Thao (Oakland City Councilmember)|Allyssa Victory Villanueva (Civil Rights Attorney)|Seneca Scott (Small Business Owner)|John Reimann (Retired Carpenter)|Tyron C. Jordan (Legal Assistant),4,8,5,3,10,6,9,1,7,2,Tyron C. Jordan (Legal Assistant)|Sheng Thao (Oakland City Councilmember)|Ignacio De La Fuente (Business Solution Strategist)|Peter Y. Liu (Entertainer)|Seneca Scott (Small Business Owner)|Treva D. Reid (Councilmember/Senior Caregiver)|Loren Manuel Taylor (Councilmember/Small Businessperson)|John Reimann (Retired Carpenter)|Gregory Hodge (Non-Profit Executive)|Allyssa Victory Villanueva (Civil Rights Attorney),I think it is very good.,,,,6345e9cb-1a60-7d7b-f8d9-ee4910411823,,1156,26904257,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_0_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148"
2022-10-11 16:59:37,2022-10-11 17:03:09,IP Address,73.222.211.185,100,212,True,2022-10-11 17:03:10,R_1HiwpYYY8R2LSss,,,,,37.7045,-122.0742,anonymous,EN,0.8999999761581421,,0,0,,Yes,Yes,Yes|No,I understand,I understand|I do not understand,"Extremely interested,Very interested",Yes,No|Yes,Oakland,,Ontario|Oakland|Omaha|Orland|Other,,28,Male,,Male|Female|Other|Prefer not to tell,Latino or Hispanic,,Asian and Pacific Islanders|Middle Easterners and North Africans|American Indian and Alaska Native|Latino or Hispanic|White|Black or African American|Other,Other Party,,,,Closer to the Democratic Party,Some college but no degree,,Likely,,ranked-choice voting,,2,3,,,,,,1,,Loren Manuel Taylor (Councilmember/Small Businessperson)|Seneca Scott (Small Business Owner)|Ignacio De La Fuente (Business Solution Strategist)|Peter Y. Liu (Entertainer)|Tyron C. Jordan (Legal Assistant)|Allyssa Victory Villanueva (Civil Rights Attorney)|Treva D. Reid (Councilmember/Senior Caregiver)|Gregory Hodge (Non-Profit Executive)|Sheng Thao (Oakland City Councilmember)|John Reimann (Retired Carpenter),6,4,3,9,8,5,1,10,2,7,Allyssa Victory Villanueva (Civil Rights Attorney)|Tyron C. Jordan (Legal Assistant)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Gregory Hodge (Non-Profit Executive)|Ignacio De La Fuente (Business Solution Strategist)|Seneca Scott (Small Business Owner)|Treva D. Reid (Councilmember/Senior Caregiver)|Sheng Thao (Oakland City Councilmember)|Peter Y. Liu (Entertainer)|John Reimann (Retired Carpenter),"I use this to help other people have a shot at running our city, helping others and making sure we are all equal.",,,,6345f51e-9946-4148-b3ce-f5cc2dcc8003,,1156,26904257,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148"
2022-10-11 17:07:59,2022-10-11 17:16:33,IP Address,98.248.210.248,100,514,True,2022-10-11 17:16:34,R_3EbBCo91shTDj4G,,,,,37.7794,-122.2178,anonymous,EN,0.8999999761581421,,0,0,,Yes,Yes,Yes|No,I understand,I do not understand|I understand,Moderately interested,Yes,Yes|No,Oakland,,Ontario|Oakland|Orland|Omaha|Other,,70,Male,,Female|Male|Other|Prefer not to tell,Black or African American,,White|American Indian and Alaska Native|Middle Easterners and North Africans|Asian and Pacific Islanders|Latino or Hispanic|Black or African American|Other,Democrat,,Strong Democrat,,,High school diploma or equivalent,,Likely,,ranked-choice voting,,,,,,1,,,,2,Peter Y. Liu (Entertainer)|Sheng Thao (Oakland City Councilmember)|Ignacio De La Fuente (Business Solution Strategist)|John Reimann (Retired Carpenter)|Tyron C. Jordan (Legal Assistant)|Gregory Hodge (Non-Profit Executive)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Allyssa Victory Villanueva (Civil Rights Attorney)|Seneca Scott (Small Business Owner)|Treva D. Reid (Councilmember/Senior Caregiver),7,6,5,10,2,8,3,9,1,4,Peter Y. Liu (Entertainer)|Sheng Thao (Oakland City Councilmember)|Ignacio De La Fuente (Business Solution Strategist)|Seneca Scott (Small Business Owner)|Loren Manuel Taylor (Councilmember/Small Businessperson)|John Reimann (Retired Carpenter)|Treva D. Reid (Councilmember/Senior Caregiver)|Allyssa Victory Villanueva (Civil Rights Attorney)|Gregory Hodge (Non-Profit Executive)|Tyron C. Jordan (Legal Assistant),I am not sure,,,,6345f716-67c5-cb06-b674-717c92ee3ddc,,1451,26904257,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36 Edg/106.0.1370.37"
2022-10-11 17:11:25,2022-10-11 17:19:07,IP Address,76.218.102.33,100,461,True,2022-10-11 17:19:07,R_2ayHfqxr1VU87Wv,,,,,37.7833,-122.1864,anonymous,EN,1,,0,0,,Yes,Yes,No|Yes,I understand,I do not understand|I understand,"Extremely interested,Very interested",Yes,No|Yes,Oakland,,Oakland|Omaha|Orland|Ontario|Other,,61,Female,,Male|Female|Other|Prefer not to tell,White,,Asian and Pacific Islanders|Middle Easterners and North Africans|American Indian and Alaska Native|White|Latino or Hispanic|Black or African American|Other,Democrat,,Strong Democrat,,,Professional school degree,,Very likely,,ranked-choice voting,,3,1,,,2,,,,,Treva D. Reid (Councilmember/Senior Caregiver)|Sheng Thao (Oakland City Councilmember)|Seneca Scott (Small Business Owner)|Tyron C. Jordan (Legal Assistant)|Peter Y. Liu (Entertainer)|Loren Manuel Taylor (Councilmember/Small Businessperson)|John Reimann (Retired Carpenter)|Ignacio De La Fuente (Business Solution Strategist)|Allyssa Victory Villanueva (Civil Rights Attorney)|Gregory Hodge (Non-Profit Executive),5,3,1,10,4,2,7,8,9,6,Peter Y. Liu (Entertainer)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Tyron C. Jordan (Legal Assistant)|Sheng Thao (Oakland City Councilmember)|Gregory Hodge (Non-Profit Executive)|Treva D. Reid (Councilmember/Senior Caregiver)|John Reimann (Retired Carpenter)|Allyssa Victory Villanueva (Civil Rights Attorney)|Seneca Scott (Small Business Owner)|Ignacio De La Fuente (Business Solution Strategist),"I’m not sure if always leads to the best result. ",,,,6345f817-432c-1d70-ca1b-e70ed7f6f8ce,,861,26904257,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Mobile/15E148 Safari/604.1"
2022-10-11 17:22:39,2022-10-11 17:27:30,IP Address,104.176.1.161,100,291,True,2022-10-11 17:27:31,R_1IhE5RSHVT7jB6J,,,,,37.3209,-121.9126,anonymous,EN,0.8999999761581421,,0,5,,Yes,Yes,No|Yes,I understand,I do not understand|I understand,Moderately interested,Yes,Yes|No,Oakland,,Orland|Ontario|Omaha|Oakland|Other,,32,Female,,Male|Female|Other|Prefer not to tell,Black or African American,,Latino or Hispanic|Asian and Pacific Islanders|Middle Easterners and North Africans|White|American Indian and Alaska Native|Black or African American|Other,Democrat,,Strong Democrat,,,Some college but no degree,,Very likely,,first-past-the-post,,1,,,2,,,,3,,Peter Y. Liu (Entertainer)|John Reimann (Retired Carpenter)|Tyron C. Jordan (Legal Assistant)|Allyssa Victory Villanueva (Civil Rights Attorney)|Treva D. Reid (Councilmember/Senior Caregiver)|Gregory Hodge (Non-Profit Executive)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Seneca Scott (Small Business Owner)|Sheng Thao (Oakland City Councilmember)|Ignacio De La Fuente (Business Solution Strategist),3,5,4,7,6,8,9,1,10,2,Gregory Hodge (Non-Profit Executive)|Ignacio De La Fuente (Business Solution Strategist)|Allyssa Victory Villanueva (Civil Rights Attorney)|Treva D. Reid (Councilmember/Senior Caregiver)|John Reimann (Retired Carpenter)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Seneca Scott (Small Business Owner)|Peter Y. Liu (Entertainer)|Sheng Thao (Oakland City Councilmember)|Tyron C. Jordan (Legal Assistant),"I feel that ranking is very important when it comes to the voting system because it makes a huge difference ",,,,6345faaa-092c-9c07-55e8-627c1386606d,,1352,26904257,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148"
2022-10-11 17:39:47,2022-10-11 17:44:20,IP Address,68.123.15.226,100,273,True,2022-10-11 17:44:21,R_2OMSHUdFKSnKdFM,,,,,37.8043,-122.2156,anonymous,EN,0.8999999761581421,,0,0,,Yes,Yes,Yes|No,I understand,I do not understand|I understand,"Extremely interested,Very interested",Yes,No|Yes,Oakland,,Orland|Oakland|Ontario|Omaha|Other,,75,Male,,Male|Female|Other|Prefer not to tell,Asian and Pacific Islanders,,White|American Indian and Alaska Native|Middle Easterners and North Africans|Black or African American|Asian and Pacific Islanders|Latino or Hispanic|Other,Other Party,Green,,,Closer to the Democratic Party,Bachelor's degree,,Very likely,,ranked-choice voting,,,,,1,,,,,,Tyron C. Jordan (Legal Assistant)|Gregory Hodge (Non-Profit Executive)|John Reimann (Retired Carpenter)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Sheng Thao (Oakland City Councilmember)|Treva D. Reid (Councilmember/Senior Caregiver)|Seneca Scott (Small Business Owner)|Ignacio De La Fuente (Business Solution Strategist)|Allyssa Victory Villanueva (Civil Rights Attorney)|Peter Y. Liu (Entertainer),9,10,6,3,1,2,4,8,7,5,Loren Manuel Taylor (Councilmember/Small Businessperson)|Tyron C. Jordan (Legal Assistant)|Peter Y. Liu (Entertainer)|John Reimann (Retired Carpenter)|Allyssa Victory Villanueva (Civil Rights Attorney)|Seneca Scott (Small Business Owner)|Treva D. Reid (Councilmember/Senior Caregiver)|Ignacio De La Fuente (Business Solution Strategist)|Gregory Hodge (Non-Profit Executive)|Sheng Thao (Oakland City Councilmember),It will save money by not having runoff elections,,,,6345fec0-4cf1-60ea-8971-8d9dfbcccf0b,,1682,26904257,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36"
2022-10-11 17:50:46,2022-10-11 17:57:44,IP Address,73.202.132.115,100,418,True,2022-10-11 17:57:44,R_3RgaUw07yQncdLX,,,,,37.8043,-122.2156,anonymous,EN,0.800000011920929,,0,0,,Yes,Yes,No|Yes,I understand,I understand|I do not understand,"Extremely interested,Very interested",Yes,No|Yes,Oakland,,Ontario|Omaha|Oakland|Orland|Other,,41,Female,,Female|Male|Other|Prefer not to tell,Latino or Hispanic,,American Indian and Alaska Native|White|Asian and Pacific Islanders|Middle Easterners and North Africans|Black or African American|Latino or Hispanic|Other,Democrat,,Strong Democrat,,,Bachelor's degree,,Very likely,,ranked-choice voting,,3,,,1,,2,,,,Seneca Scott (Small Business Owner)|Treva D. Reid (Councilmember/Senior Caregiver)|Gregory Hodge (Non-Profit Executive)|John Reimann (Retired Carpenter)|Peter Y. Liu (Entertainer)|Tyron C. Jordan (Legal Assistant)|Ignacio De La Fuente (Business Solution Strategist)|Allyssa Victory Villanueva (Civil Rights Attorney)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Sheng Thao (Oakland City Councilmember),8,3,6,10,1,9,2,7,4,5,Tyron C. Jordan (Legal Assistant)|Sheng Thao (Oakland City Councilmember)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Ignacio De La Fuente (Business Solution Strategist)|Seneca Scott (Small Business Owner)|Treva D. Reid (Councilmember/Senior Caregiver)|John Reimann (Retired Carpenter)|Gregory Hodge (Non-Profit Executive)|Peter Y. Liu (Entertainer)|Allyssa Victory Villanueva (Civil Rights Attorney),I’m interested to see how this will impact local elections,,,,63460121-b7cf-437f-ca1d-56b43fc3ecd9,,708,26904257,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148"
2022-10-11 18:37:19,2022-10-11 18:46:46,IP Address,98.45.40.113,100,567,True,2022-10-11 18:46:46,R_3L5YjPV2EEyS3Yi,,,,,37.7906,-122.2412,anonymous,EN,0.8999999761581421,,0,0,,Yes,Yes,Yes|No,I understand,I understand|I do not understand,Extremely interested,Yes,Yes|No,Oakland,,Orland|Ontario|Oakland|Omaha|Other,,21,Female,,Male|Female|Other|Prefer not to tell,Asian and Pacific Islanders,,Latino or Hispanic|Middle Easterners and North Africans|American Indian and Alaska Native|White|Asian and Pacific Islanders|Black or African American|Other,Democrat,,Strong Democrat,,,High school diploma or equivalent,,Very unlikely,,ranked-choice voting,,,1,2,,3,,,,,Ignacio De La Fuente (Business Solution Strategist)|Treva D. Reid (Councilmember/Senior Caregiver)|Allyssa Victory Villanueva (Civil Rights Attorney)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Sheng Thao (Oakland City Councilmember)|Gregory Hodge (Non-Profit Executive)|Tyron C. Jordan (Legal Assistant)|John Reimann (Retired Carpenter)|Seneca Scott (Small Business Owner)|Peter Y. Liu (Entertainer),10,4,7,9,8,6,2,5,3,1,Peter Y. Liu (Entertainer)|Treva D. Reid (Councilmember/Senior Caregiver)|John Reimann (Retired Carpenter)|Tyron C. Jordan (Legal Assistant)|Allyssa Victory Villanueva (Civil Rights Attorney)|Gregory Hodge (Non-Profit Executive)|Ignacio De La Fuente (Business Solution Strategist)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Sheng Thao (Oakland City Councilmember)|Seneca Scott (Small Business Owner),"Is fast and know better about the candidates ",,,,63460c05-7333-6e5e-60eb-a308dc436e4e,,1156,26904257,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148"
2022-10-11 18:44:34,2022-10-11 18:49:58,IP Address,98.45.76.121,100,324,True,2022-10-11 18:49:58,R_1CDT3RXXuksEVEM,,,,,37.7585,-122.1856,anonymous,EN,0.8999999761581421,,0,0,,Yes,Yes,No|Yes,I understand,I do not understand|I understand,"Extremely interested,Very interested",Yes,No|Yes,Oakland,,Orland|Oakland|Ontario|Omaha|Other,,22,Male,,Male|Female|Other|Prefer not to tell,Latino or Hispanic,,American Indian and Alaska Native|White|Black or African American|Latino or Hispanic|Middle Easterners and North Africans|Asian and Pacific Islanders|Other,Independent,,,,Closer to the Democratic Party,Some college but no degree,,Unlikely,,ranked-choice voting,,,,,3,1,2,,,,Ignacio De La Fuente (Business Solution Strategist)|Seneca Scott (Small Business Owner)|Allyssa Victory Villanueva (Civil Rights Attorney)|John Reimann (Retired Carpenter)|Peter Y. Liu (Entertainer)|Sheng Thao (Oakland City Councilmember)|Tyron C. Jordan (Legal Assistant)|Treva D. Reid (Councilmember/Senior Caregiver)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Gregory Hodge (Non-Profit Executive),4,5,10,9,3,1,2,6,7,8,Loren Manuel Taylor (Councilmember/Small Businessperson)|Allyssa Victory Villanueva (Civil Rights Attorney)|Gregory Hodge (Non-Profit Executive)|John Reimann (Retired Carpenter)|Tyron C. Jordan (Legal Assistant)|Peter Y. Liu (Entertainer)|Sheng Thao (Oakland City Councilmember)|Ignacio De La Fuente (Business Solution Strategist)|Seneca Scott (Small Business Owner)|Treva D. Reid (Councilmember/Senior Caregiver),Seems normal,,,,63460dee-da10-f547-7868-c5fd24edb428,,708,26904257,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko)"
2022-10-11 19:05:32,2022-10-11 19:10:14,IP Address,172.58.32.24,100,281,True,2022-10-11 19:10:14,R_2R4cXbhCZBnmqE1,,,,,37.6787,-122.127,anonymous,EN,0.8999999761581421,,0,0,,Yes,Yes,Yes|No,I understand,I do not understand|I understand,"Extremely interested,Very interested",Yes,Yes|No,Oakland,,Oakland|Orland|Ontario|Omaha|Other,,22,Male,,Male|Female|Other|Prefer not to tell,Latino or Hispanic,,Middle Easterners and North Africans|Black or African American|American Indian and Alaska Native|Latino or Hispanic|White|Asian and Pacific Islanders|Other,Democrat,,Not very strong Democrat,,,Bachelor's degree,,Very likely,,ranked-choice voting,1,,,,,,,,,2,Loren Manuel Taylor (Councilmember/Small Businessperson)|Sheng Thao (Oakland City Councilmember)|Seneca Scott (Small Business Owner)|Ignacio De La Fuente (Business Solution Strategist)|Tyron C. Jordan (Legal Assistant)|Peter Y. Liu (Entertainer)|John Reimann (Retired Carpenter)|Treva D. Reid (Councilmember/Senior Caregiver)|Gregory Hodge (Non-Profit Executive)|Allyssa Victory Villanueva (Civil Rights Attorney),5,4,9,8,6,1,10,7,3,2,Allyssa Victory Villanueva (Civil Rights Attorney)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Gregory Hodge (Non-Profit Executive)|John Reimann (Retired Carpenter)|Seneca Scott (Small Business Owner)|Tyron C. Jordan (Legal Assistant)|Ignacio De La Fuente (Business Solution Strategist)|Treva D. Reid (Councilmember/Senior Caregiver)|Sheng Thao (Oakland City Councilmember)|Peter Y. Liu (Entertainer),It’s okay I guess,,,,63461236-ce84-8dc7-316a-8e697f83e19c,,708,26904257,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_0_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148"
2022-10-11 19:11:16,2022-10-11 19:24:41,IP Address,136.25.131.4,100,805,True,2022-10-11 19:24:42,R_2DZfILW1JR8BIa6,,,,,37.8084,-122.2846,anonymous,EN,0.8999999761581421,,0,0,,Yes,Yes,No|Yes,I understand,I do not understand|I understand,"Extremely interested,Very interested",Yes,Yes|No,Oakland,,Orland|Oakland|Omaha|Ontario|Other,,29,Female,,Male|Female|Other|Prefer not to tell,White,,Latino or Hispanic|White|Middle Easterners and North Africans|American Indian and Alaska Native|Asian and Pacific Islanders|Black or African American|Other,Democrat,,Strong Democrat,,,Associate degree,,Very likely,,ranked-choice voting,2,,,,,,1,,,3,Gregory Hodge (Non-Profit Executive)|Sheng Thao (Oakland City Councilmember)|Treva D. Reid (Councilmember/Senior Caregiver)|Peter Y. Liu (Entertainer)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Tyron C. Jordan (Legal Assistant)|Seneca Scott (Small Business Owner)|Allyssa Victory Villanueva (Civil Rights Attorney)|Ignacio De La Fuente (Business Solution Strategist)|John Reimann (Retired Carpenter),2,6,7,10,5,4,1,8,9,3,Peter Y. Liu (Entertainer)|Treva D. Reid (Councilmember/Senior Caregiver)|Sheng Thao (Oakland City Councilmember)|Seneca Scott (Small Business Owner)|Gregory Hodge (Non-Profit Executive)|Loren Manuel Taylor (Councilmember/Small Businessperson)|John Reimann (Retired Carpenter)|Tyron C. Jordan (Legal Assistant)|Ignacio De La Fuente (Business Solution Strategist)|Allyssa Victory Villanueva (Civil Rights Attorney),"Confusing. Just vote for one candidate! ",,,,634613f9-16eb-6c29-36d7-4c5f3c3143ca,,1299,26904257,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/106.0.5249.92 Mobile/15E148 Safari/604.1"
2022-10-11 19:48:04,2022-10-11 19:54:27,IP Address,135.180.191.227,100,383,True,2022-10-11 19:54:28,R_3nckv2WZi2DJ9zA,,,,,37.7652,-122.1579,anonymous,EN,0.8999999761581421,,0,0,,Yes,Yes,Yes|No,I understand,I do not understand|I understand,"Extremely interested,Very interested",Yes,No|Yes,Oakland,,Orland|Oakland|Ontario|Omaha|Other,,52,Male,,Male|Female|Other|Prefer not to tell,Black or African American,,American Indian and Alaska Native|Black or African American|Latino or Hispanic|Middle Easterners and North Africans|White|Asian and Pacific Islanders|Other,Democrat,,Strong Democrat,,,Bachelor's degree,,Very likely,,ranked-choice voting,,2,1,,,3,,,,,Gregory Hodge (Non-Profit Executive)|John Reimann (Retired Carpenter)|Sheng Thao (Oakland City Councilmember)|Peter Y. Liu (Entertainer)|Seneca Scott (Small Business Owner)|Ignacio De La Fuente (Business Solution Strategist)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Allyssa Victory Villanueva (Civil Rights Attorney)|Treva D. Reid (Councilmember/Senior Caregiver)|Tyron C. Jordan (Legal Assistant),4,2,1,10,8,3,6,7,9,5,Sheng Thao (Oakland City Councilmember)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Seneca Scott (Small Business Owner)|Gregory Hodge (Non-Profit Executive)|Tyron C. Jordan (Legal Assistant)|Ignacio De La Fuente (Business Solution Strategist)|Treva D. Reid (Councilmember/Senior Caregiver)|Peter Y. Liu (Entertainer)|John Reimann (Retired Carpenter)|Allyssa Victory Villanueva (Civil Rights Attorney),I am not well informed about ranked-choice voting.,,,,63461cd1-c1dc-ee47-53aa-e0a151e462f7,,1682,26904257,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36"
2022-10-11 20:06:45,2022-10-11 20:09:52,IP Address,172.58.37.92,100,186,True,2022-10-11 20:09:52,R_3gYhNf2v7Zy3qj9,,,,,38.6226,-121.3885,anonymous,EN,0.8999999761581421,,0,0,,Yes,No,No|Yes,I do not understand,I do not understand|I understand,Extremely interested,Yes,Yes|No,Oakland,,Omaha|Ontario|Orland|Oakland|Other,,37,Female,,Male|Female|Other|Prefer not to tell,Black or African American,,Middle Easterners and North Africans|Black or African American|White|Latino or Hispanic|Asian and Pacific Islanders|American Indian and Alaska Native|Other,Democrat,,Strong Democrat,,,Bachelor's degree,,Very likely,,first-past-the-post,,,,,1,,,,,2,Peter Y. Liu (Entertainer)|Sheng Thao (Oakland City Councilmember)|Treva D. Reid (Councilmember/Senior Caregiver)|Allyssa Victory Villanueva (Civil Rights Attorney)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Gregory Hodge (Non-Profit Executive)|Tyron C. Jordan (Legal Assistant)|John Reimann (Retired Carpenter)|Ignacio De La Fuente (Business Solution Strategist)|Seneca Scott (Small Business Owner),7,10,6,3,4,5,9,2,8,1,Treva D. Reid (Councilmember/Senior Caregiver)|John Reimann (Retired Carpenter)|Peter Y. Liu (Entertainer)|Sheng Thao (Oakland City Councilmember)|Ignacio De La Fuente (Business Solution Strategist)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Seneca Scott (Small Business Owner)|Tyron C. Jordan (Legal Assistant)|Allyssa Victory Villanueva (Civil Rights Attorney)|Gregory Hodge (Non-Profit Executive),i f that its great because its awsome,,,,634620fe-c36a-ae54-b231-564e360b9079,,1135,26904257,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36 Edg/105.0.1343.53"
2022-10-11 20:17:09,2022-10-11 20:21:32,IP Address,67.180.149.123,100,262,True,2022-10-11 20:21:32,R_1HpBwwoKpujI7OH,,,,,37.7906,-122.2412,anonymous,EN,1,,0,0,,Yes,Yes,No|Yes,I understand,I do not understand|I understand,"Extremely interested,Very interested",Yes,Yes|No,Oakland,,Ontario|Orland|Oakland|Omaha|Other,,82,Female,,Female|Male|Other|Prefer not to tell,White,,Middle Easterners and North Africans|Latino or Hispanic|Asian and Pacific Islanders|Black or African American|American Indian and Alaska Native|White|Other,Democrat,,Strong Democrat,,,Bachelor's degree,,Very likely,,ranked-choice voting,,2,1,,,,,,,,Ignacio De La Fuente (Business Solution Strategist)|Treva D. Reid (Councilmember/Senior Caregiver)|Seneca Scott (Small Business Owner)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Gregory Hodge (Non-Profit Executive)|Peter Y. Liu (Entertainer)|Sheng Thao (Oakland City Councilmember)|Tyron C. Jordan (Legal Assistant)|Allyssa Victory Villanueva (Civil Rights Attorney)|John Reimann (Retired Carpenter),7,2,1,5,4,10,9,6,8,3,Seneca Scott (Small Business Owner)|Peter Y. Liu (Entertainer)|Ignacio De La Fuente (Business Solution Strategist)|Gregory Hodge (Non-Profit Executive)|John Reimann (Retired Carpenter)|Allyssa Victory Villanueva (Civil Rights Attorney)|Tyron C. Jordan (Legal Assistant)|Sheng Thao (Oakland City Councilmember)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Treva D. Reid (Councilmember/Senior Caregiver),"I don’t mind but it’s hard to go beyond the first two ",,,,6346236c-6cec-5ae4-7d8c-beccf9de84b0,,1451,26904257,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_0_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.0 Mobile/15E148 Safari/604.1"
