unit,indian,kashmiri,religion,occupation,ranking,treat,age,age_18_27,age_28_49,age_50_over,median_age,gender,gender_female,education,education_class12,education_cat_none,education_cat_class6,education_cat_class12,education_cat_ba,religion_sunni,religion_shia,religion_sikh,religion_hindu,main_earner,monthly_hhincome,hhincome_cat_not_5000,hhincome_cat_5000_15000,hhincome_cat_15000_more
12,1,NA,NA,NA,1---,0,49,0,1,0,1,male,0,Class 10,0,0,1,0,0,1,0,0,0,1,"2500-4,999",1,0,0
13,1,NA,NA,NA,1---,0,47,0,1,0,1,female,1,No formal education,0,1,0,0,0,1,0,0,0,0,"2500-4,999",1,0,0
14,1,NA,NA,NA,1---,0,20,1,0,0,0,male,0,No formal education,0,1,0,0,0,1,0,0,0,1,"2500-4,999",1,0,0
15,1,NA,NA,NA,1---,0,55,0,0,1,1,female,1,No formal education,0,1,0,0,0,1,0,0,0,0,"2500-4,999",1,0,0
16,4,NA,NA,NA,4---,0,20,1,0,0,0,male,0,Class 12,1,0,0,1,0,1,0,0,0,0,"0-2,499",1,0,0
17,1,NA,NA,NA,1---,0,66,0,0,1,1,female,1,Class 10,0,0,1,0,0,1,0,0,0,0,"2500-4,999",1,0,0
18,1,NA,NA,NA,1---,1,45,0,1,0,1,female,1,Class 10,0,0,1,0,0,1,0,0,0,0,"2500-4,999",1,0,0
19,1,NA,NA,NA,1---,0,52,0,0,1,1,male,0,No formal education,0,1,0,0,0,1,0,0,0,1,"0-2,499",1,0,0
20,1,NA,NA,NA,1---,1,36,0,1,0,1,female,1,Graduation (BA/BS etc.),1,0,0,0,1,1,0,0,0,0,"15,000-19,999",0,0,1
21,2,NA,NA,NA,2---,0,50,0,0,1,1,male,0,Class 8,0,0,1,0,0,1,0,0,0,1,"2500-4,999",1,0,0
22,2,NA,NA,NA,2---,1,22,1,0,0,0,female,1,Class 9,0,0,1,0,0,1,0,0,0,0,"20,000-29,999",0,0,1
23,4,NA,NA,NA,4---,1,45,0,1,0,1,female,1,No formal education,0,1,0,0,0,1,0,0,0,0,"0-2,499",1,0,0
24,2,NA,NA,NA,2---,0,48,0,1,0,1,female,1,No formal education,0,1,0,0,0,1,0,0,0,0,"30,000-39,999",0,0,1
25,1,NA,NA,NA,1---,0,75,0,0,1,1,male,0,No formal education,0,1,0,0,0,1,0,0,0,1,"2500-4,999",1,0,0
26,1,NA,NA,NA,1---,1,26,1,0,0,0,female,1,Class 11,0,0,1,0,0,1,0,0,0,0,"0-2,499",1,0,0
27,2,NA,NA,NA,2---,0,42,0,1,0,1,male,0,Class 7,0,0,1,0,0,1,0,0,0,1,"2500-4,999",1,0,0
28,1,NA,NA,NA,1---,1,30,0,1,0,0,male,0,Post-graduation (MA/MS etc.),1,0,0,0,1,1,0,0,0,0,"20,000-29,999",0,0,1
29,1,NA,NA,NA,1---,0,40,0,1,0,1,female,1,No formal education,0,1,0,0,0,1,0,0,0,0,"0-2,499",1,0,0
30,1,NA,NA,NA,1---,1,22,1,0,0,0,female,1,Graduation (BA/BS etc.),1,0,0,0,1,1,0,0,0,0,"90,000-99,999",0,0,1
31,1,NA,NA,NA,1---,0,28,0,1,0,0,female,1,Graduation (BA/BS etc.),1,0,0,0,1,1,0,0,0,0,"20,000-29,999",0,0,1
32,1,NA,NA,NA,1---,1,49,0,1,0,1,female,1,No formal education,0,1,0,0,0,1,0,0,0,0,"0-2,499",1,0,0
33,1,NA,NA,NA,1---,0,32,0,1,0,0,female,1,No formal education,0,1,0,0,0,1,0,0,0,0,"0-2,499",1,0,0
34,1,NA,NA,NA,1---,1,46,0,1,0,1,male,0,No formal education,0,1,0,0,0,1,0,0,0,1,"2500-4,999",1,0,0
35,1,NA,NA,NA,1---,1,42,0,1,0,1,female,1,Class 10,0,0,1,0,0,1,0,0,0,0,"15,000-19,999",0,0,1
36,1,NA,NA,NA,1---,1,28,0,1,0,0,female,1,No formal education,0,1,0,0,0,1,0,0,0,0,"2500-4,999",1,0,0
37,1,NA,NA,NA,1---,1,69,0,0,1,1,female,1,No formal education,0,1,0,0,0,1,0,0,0,0,"90,000-99,999",0,0,1
38,1,NA,NA,NA,1---,1,25,1,0,0,0,female,1,Class 9,0,0,1,0,0,1,0,0,0,0,"2500-4,999",1,0,0
39,1,NA,NA,NA,1---,1,18,1,0,0,0,male,0,Class 8,0,0,1,0,0,1,0,0,0,0,"2500-4,999",1,0,0
40,1,NA,NA,NA,1---,1,28,0,1,0,0,female,1,No formal education,0,1,0,0,0,1,0,0,0,0,"2500-4,999",1,0,0
41,1,NA,NA,NA,1---,1,25,1,0,0,0,male,0,Class 8,0,0,1,0,0,1,0,0,0,1,"2500-4,999",1,0,0
42,1,NA,NA,NA,1---,1,50,0,0,1,1,male,0,Class 10,0,0,1,0,0,1,0,0,0,1,"2500-4,999",1,0,0
43,1,NA,NA,NA,1---,1,36,0,1,0,1,female,1,Class 8,0,0,1,0,0,0,0,0,0,0,"0-2,499",1,0,0
44,1,NA,NA,NA,1---,0,70,0,0,1,1,male,0,Class 4,0,0,0,0,0,1,0,0,0,1,"2500-4,999",1,0,0
45,1,NA,NA,NA,1---,1,40,0,1,0,1,male,0,Class 9,0,0,1,0,0,1,0,0,0,0,"5,000-9,999",0,1,0
46,1,NA,NA,NA,1---,0,19,1,0,0,0,female,1,Class 10,0,0,1,0,0,1,0,0,0,0,"20,000-29,999",0,0,1
47,1,NA,NA,NA,1---,1,33,0,1,0,0,male,0,Post-graduation (MA/MS etc.),1,0,0,0,1,1,0,0,0,1,"5,000-9,999",0,1,0
48,1,NA,NA,NA,1---,1,28,0,1,0,0,female,1,Class 8,0,0,1,0,0,1,0,0,0,0,"0-2,499",1,0,0
49,2,NA,NA,NA,2---,1,45,0,1,0,1,female,1,No formal education,0,1,0,0,0,1,0,0,0,0,"2500-4,999",1,0,0
50,2,NA,NA,NA,2---,0,30,0,1,0,0,male,0,Class 8,0,0,1,0,0,1,0,0,0,1,"5,000-9,999",0,1,0
51,3,NA,NA,NA,3---,1,80,0,0,1,1,male,0,No formal education,0,1,0,0,0,1,0,0,0,0,"0-2,499",1,0,0
52,1,NA,NA,NA,1---,0,32,0,1,0,0,female,1,Class 8,0,0,1,0,0,1,0,0,0,0,"5,000-9,999",0,1,0
53,1,NA,NA,NA,1---,0,30,0,1,0,0,male,0,Class 12,1,0,0,1,0,1,0,0,0,1,"10,000-14,999",0,1,0
54,1,NA,NA,NA,1---,0,45,0,1,0,1,male,0,Class 9,0,0,1,0,0,1,0,0,0,1,"0-2,499",1,0,0
55,1,NA,NA,NA,1---,1,32,0,1,0,0,female,1,Class 8,0,0,1,0,0,1,0,0,0,0,"2500-4,999",1,0,0
56,1,NA,NA,NA,1---,0,52,0,0,1,1,female,1,No formal education,0,1,0,0,0,1,0,0,0,0,"20,000-29,999",0,0,1
57,2,NA,NA,NA,2---,1,45,0,1,0,1,female,1,No formal education,0,1,0,0,0,1,0,0,0,0,"5,000-9,999",0,1,0
58,3,NA,NA,NA,3---,1,32,0,1,0,0,female,1,No formal education,0,1,0,0,0,1,0,0,0,0,"2500-4,999",1,0,0
59,2,NA,NA,NA,2---,0,32,0,1,0,0,male,0,Some college,1,0,0,1,0,1,0,0,0,0,"5,000-9,999",0,1,0
60,2,NA,NA,NA,2---,1,25,1,0,0,0,female,1,No formal education,0,1,0,0,0,1,0,0,0,0,"2500-4,999",1,0,0
61,1,NA,NA,NA,1---,0,30,0,1,0,0,male,0,No formal education,0,1,0,0,0,1,0,0,0,1,"2500-4,999",1,0,0
62,1,NA,NA,NA,1---,0,35,0,1,0,0,female,1,No formal education,0,1,0,0,0,1,0,0,0,0,"2500-4,999",1,0,0
63,2,NA,NA,NA,2---,0,19,1,0,0,0,female,1,Class 12,1,0,0,1,0,1,0,0,0,0,"0-2,499",1,0,0
64,1,NA,NA,NA,1---,1,52,0,0,1,1,female,1,No formal education,0,1,0,0,0,1,0,0,0,0,"0-2,499",1,0,0
65,1,NA,NA,NA,1---,1,18,1,0,0,0,female,1,Class 8,0,0,1,0,0,1,0,0,0,0,"2500-4,999",1,0,0
66,1,NA,NA,NA,1---,0,45,0,1,0,1,male,0,Some college,1,0,0,1,0,1,0,0,0,1,NA,0,0,1
67,1,NA,NA,NA,1---,1,48,0,1,0,1,female,1,No formal education,0,1,0,0,0,1,0,0,0,0,"0-2,499",1,0,0
68,1,NA,NA,NA,1---,0,39,0,1,0,1,female,1,Class 8,0,0,1,0,0,1,0,0,0,0,"0-2,499",1,0,0
69,2,NA,NA,NA,2---,1,30,0,1,0,0,male,0,Class 8,0,0,1,0,0,1,0,0,0,0,"5,000-9,999",0,1,0
70,2,NA,NA,NA,2---,0,38,0,1,0,1,male,0,Class 5,0,0,0,0,0,1,0,0,0,1,"2500-4,999",1,0,0
71,1,NA,NA,NA,1---,1,39,0,1,0,1,female,1,Class 8,0,0,1,0,0,1,0,0,0,1,"0-2,499",1,0,0
72,1,NA,NA,NA,1---,0,51,0,0,1,1,female,1,No formal education,0,1,0,0,0,1,0,0,0,0,"2500-4,999",1,0,0
73,4,NA,NA,NA,4---,0,55,0,0,1,1,female,1,No formal education,0,1,0,0,0,1,0,0,0,0,"0-2,499",1,0,0
74,3,NA,NA,NA,3---,0,23,1,0,0,0,male,0,Class 8,0,0,1,0,0,1,0,0,0,1,"0-2,499",1,0,0
75,1,NA,NA,NA,1---,1,24,1,0,0,0,female,1,Class 10,0,0,1,0,0,1,0,0,0,0,"5,000-9,999",0,1,0
76,1,NA,NA,NA,1---,0,46,0,1,0,1,female,1,Class 5,0,0,0,0,0,1,0,0,0,0,"5,000-9,999",0,1,0
77,1,NA,NA,NA,1---,1,35,0,1,0,0,female,1,No formal education,0,1,0,0,0,1,0,0,0,0,"15,000-19,999",0,0,1
78,1,NA,NA,NA,1---,1,35,0,1,0,0,female,1,No formal education,0,1,0,0,0,1,0,0,0,0,"0-2,499",1,0,0
79,1,NA,NA,NA,1---,1,71,0,0,1,1,male,0,No formal education,0,1,0,0,0,1,0,0,0,0,"20,000-29,999",0,0,1
80,1,NA,NA,NA,1---,1,80,0,0,1,1,male,0,Class 6,0,0,1,0,0,1,0,0,0,0,"2500-4,999",1,0,0
81,1,NA,NA,NA,1---,0,30,0,1,0,0,male,0,Post-graduation (MA/MS etc.),1,0,0,0,1,1,0,0,0,1,"20,000-29,999",0,0,1
82,1,NA,NA,NA,1---,1,30,0,1,0,0,female,1,No formal education,0,1,0,0,0,1,0,0,0,0,"2500-4,999",1,0,0
83,1,NA,NA,NA,1---,0,37,0,1,0,1,female,1,No formal education,0,1,0,0,0,1,0,0,0,0,"5,000-9,999",0,1,0
84,1,NA,NA,NA,1---,1,34,0,1,0,0,female,1,Class 9,0,0,1,0,0,1,0,0,0,0,"0-2,499",1,0,0
85,1,NA,NA,NA,1---,1,55,0,0,1,1,female,1,Class 10,0,0,1,0,0,1,0,0,0,0,"2500-4,999",1,0,0
86,4,NA,NA,NA,4---,0,70,0,0,1,1,female,1,NA,NA,NA,NA,NA,NA,1,0,0,0,0,NA,0,0,1
87,2,NA,NA,NA,2---,1,55,0,0,1,1,male,0,Class 1,0,0,0,0,0,1,0,0,0,1,"2500-4,999",1,0,0
88,1,NA,NA,NA,1---,1,26,1,0,0,0,male,0,Class 10,0,0,1,0,0,1,0,0,0,1,"5,000-9,999",0,1,0
89,1,NA,NA,NA,1---,1,37,0,1,0,1,female,1,Class 10,0,0,1,0,0,1,0,0,0,0,"2500-4,999",1,0,0
90,1,NA,NA,NA,1---,1,52,0,0,1,1,male,0,Class 9,0,0,1,0,0,1,0,0,0,0,"2500-4,999",1,0,0
91,1,NA,NA,NA,1---,0,22,1,0,0,0,female,1,No formal education,0,1,0,0,0,1,0,0,0,0,"2500-4,999",1,0,0
92,1,NA,NA,NA,1---,0,50,0,0,1,1,male,0,Class 10,0,0,1,0,0,1,0,0,0,1,"15,000-19,999",0,0,1
93,1,NA,NA,NA,1---,1,30,0,1,0,0,female,1,Some college,1,0,0,1,0,1,0,0,0,0,"5,000-9,999",0,1,0
94,1,NA,NA,NA,1---,0,22,1,0,0,0,female,1,Class 12,1,0,0,1,0,1,0,0,0,0,"30,000-39,999",0,0,1
95,1,NA,NA,NA,1---,1,24,1,0,0,0,female,1,Some college,1,0,0,1,0,1,0,0,0,0,"20,000-29,999",0,0,1
96,1,NA,NA,NA,1---,0,82,0,0,1,1,male,0,No formal education,0,1,0,0,0,1,0,0,0,0,"2500-4,999",1,0,0
97,1,NA,NA,NA,1---,0,38,0,1,0,1,female,1,Some college,1,0,0,1,0,1,0,0,0,0,"20,000-29,999",0,0,1
98,1,NA,NA,NA,1---,1,57,0,0,1,1,female,1,No formal education,0,1,0,0,0,1,0,0,0,0,"10,000-14,999",0,1,0
99,1,NA,NA,NA,1---,1,26,1,0,0,0,male,0,No formal education,0,1,0,0,0,1,0,0,0,1,"2500-4,999",1,0,0
100,1,NA,NA,NA,1---,0,34,0,1,0,0,female,1,No formal education,0,1,0,0,0,1,0,0,0,0,"2500-4,999",1,0,0
101,1,NA,NA,NA,1---,1,19,1,0,0,0,male,0,Class 12,1,0,0,1,0,1,0,0,0,0,"2500-4,999",1,0,0
102,1,NA,NA,NA,1---,1,27,1,0,0,0,male,0,Post-graduation (MA/MS etc.),1,0,0,0,1,1,0,0,0,1,"30,000-39,999",0,0,1
103,1,NA,NA,NA,1---,0,29,0,1,0,0,male,0,Class 12,1,0,0,1,0,1,0,0,0,0,"2500-4,999",1,0,0
104,1,NA,NA,NA,1---,1,40,0,1,0,1,male,0,Class 12,1,0,0,1,0,1,0,0,0,0,"20,000-29,999",0,0,1
105,1,NA,NA,NA,1---,0,40,0,1,0,1,male,0,Graduation (BA/BS etc.),1,0,0,0,1,1,0,0,0,1,"2500-4,999",1,0,0
106,1,NA,NA,NA,1---,1,33,0,1,0,0,male,0,Class 10,0,0,1,0,0,1,0,0,0,1,"5,000-9,999",0,1,0
107,1,NA,NA,NA,1---,1,27,1,0,0,0,female,1,No formal education,0,1,0,0,0,1,0,0,0,0,"15,000-19,999",0,0,1
108,1,NA,NA,NA,1---,0,70,0,0,1,1,female,1,Some college,1,0,0,1,0,1,0,0,0,0,"5,000-9,999",0,1,0
109,1,NA,NA,NA,1---,0,26,1,0,0,0,female,1,Class 10,0,0,1,0,0,1,0,0,0,0,"2500-4,999",1,0,0
110,1,NA,NA,NA,1---,1,75,0,0,1,1,female,1,No formal education,0,1,0,0,0,1,0,0,0,0,"2500-4,999",1,0,0
111,1,NA,NA,NA,1---,0,20,1,0,0,0,female,1,Class 10,0,0,1,0,0,1,0,0,0,0,"5,000-9,999",0,1,0
112,NA,NA,NA,NA,----,0,23,1,0,0,0,male,0,Post-graduation (MA/MS etc.),1,0,0,0,1,1,0,0,0,0,"0-2,499",1,0,0
113,1,NA,NA,NA,1---,0,28,0,1,0,0,female,1,No formal education,0,1,0,0,0,1,0,0,0,0,"2500-4,999",1,0,0
114,1,NA,NA,NA,1---,1,63,0,0,1,1,female,1,No formal education,0,1,0,0,0,1,0,0,0,0,"2500-4,999",1,0,0
115,1,NA,NA,NA,1---,1,28,0,1,0,0,male,0,Class 10,0,0,1,0,0,1,0,0,0,1,"2500-4,999",1,0,0
116,1,NA,NA,NA,1---,1,77,0,0,1,1,female,1,No formal education,0,1,0,0,0,1,0,0,0,0,"5,000-9,999",0,1,0
117,1,NA,NA,NA,1---,1,65,0,0,1,1,female,1,Graduation (BA/BS etc.),1,0,0,0,1,1,0,0,0,0,"15,000-19,999",0,0,1
118,2,NA,NA,NA,2---,1,40,0,1,0,1,female,1,Class 8,0,0,1,0,0,1,0,0,0,0,"10,000-14,999",0,1,0
119,1,NA,NA,NA,1---,1,58,0,0,1,1,male,0,No formal education,0,1,0,0,0,1,0,0,0,1,"2500-4,999",1,0,0
120,1,NA,NA,NA,1---,1,37,0,1,0,1,male,0,Class 4,0,0,0,0,0,1,0,0,0,1,"2500-4,999",1,0,0
121,1,NA,NA,NA,1---,0,80,0,0,1,1,male,0,No formal education,0,1,0,0,0,1,0,0,0,0,"10,000-14,999",0,1,0
122,1,NA,NA,NA,1---,1,35,0,1,0,0,male,0,Class 8,0,0,1,0,0,1,0,0,0,1,"2500-4,999",1,0,0
123,1,NA,NA,NA,1---,1,21,1,0,0,0,male,0,Class 12,1,0,0,1,0,1,0,0,0,0,"0-2,499",1,0,0
124,1,NA,NA,NA,1---,1,33,0,1,0,0,female,1,Class 7,0,0,1,0,0,1,0,0,0,0,"2500-4,999",1,0,0
125,1,NA,NA,NA,1---,1,62,0,0,1,1,female,1,No formal education,0,1,0,0,0,1,0,0,0,0,"2500-4,999",1,0,0
126,1,NA,NA,NA,1---,1,57,0,0,1,1,female,1,No formal education,0,1,0,0,0,1,0,0,0,0,"2500-4,999",1,0,0
127,1,NA,NA,NA,1---,0,53,0,0,1,1,female,1,No formal education,0,1,0,0,0,1,0,0,0,0,"0-2,499",1,0,0
128,1,NA,NA,NA,1---,0,42,0,1,0,1,female,1,No formal education,0,1,0,0,0,1,0,0,0,0,"2500-4,999",1,0,0
129,1,NA,NA,NA,1---,1,21,1,0,0,0,male,0,Class 10,0,0,1,0,0,1,0,0,0,0,"5,000-9,999",0,1,0
130,1,NA,NA,NA,1---,0,35,0,1,0,0,male,0,Class 7,0,0,1,0,0,1,0,0,0,1,"5,000-9,999",0,1,0
131,1,NA,NA,NA,1---,1,25,1,0,0,0,male,0,Class 10,0,0,1,0,0,1,0,0,0,1,"2500-4,999",1,0,0
132,1,NA,NA,NA,1---,0,69,0,0,1,1,male,0,No formal education,0,1,0,0,0,1,0,0,0,0,"0-2,499",1,0,0
133,1,NA,NA,NA,1---,0,44,0,1,0,1,female,1,Class 8,0,0,1,0,0,1,0,0,0,0,"5,000-9,999",0,1,0
134,2,NA,NA,NA,2---,1,31,0,1,0,0,female,1,No formal education,0,1,0,0,0,1,0,0,0,0,"0-2,499",1,0,0
135,1,NA,NA,NA,1---,0,38,0,1,0,1,female,1,Class 12,1,0,0,1,0,1,0,0,0,0,"5,000-9,999",0,1,0
136,1,NA,NA,NA,1---,0,74,0,0,1,1,male,0,No formal education,0,1,0,0,0,1,0,0,0,0,"2500-4,999",1,0,0
137,1,NA,NA,NA,1---,1,55,0,0,1,1,male,0,Class 8,0,0,1,0,0,1,0,0,0,1,"0-2,499",1,0,0
138,2,NA,NA,NA,2---,0,28,0,1,0,0,female,1,Graduation (BA/BS etc.),1,0,0,0,1,1,0,0,0,0,"10,000-14,999",0,1,0
139,1,NA,NA,NA,1---,1,60,0,0,1,1,female,1,No formal education,0,1,0,0,0,1,0,0,0,0,"2500-4,999",1,0,0
140,1,NA,NA,NA,1---,1,44,0,1,0,1,male,0,Class 12,1,0,0,1,0,1,0,0,0,1,"2500-4,999",1,0,0
141,1,NA,NA,NA,1---,0,50,0,0,1,1,male,0,No formal education,0,1,0,0,0,1,0,0,0,0,"2500-4,999",1,0,0
142,1,NA,NA,NA,1---,0,34,0,1,0,0,male,0,Post-graduation (MA/MS etc.),1,0,0,0,1,1,0,0,0,1,"30,000-39,999",0,0,1
143,1,NA,NA,NA,1---,0,22,1,0,0,0,female,1,Class 10,0,0,1,0,0,1,0,0,0,0,"5,000-9,999",0,1,0
144,1,NA,NA,NA,1---,1,62,0,0,1,1,male,0,Class 12,1,0,0,1,0,1,0,0,0,1,"2500-4,999",1,0,0
145,1,NA,NA,NA,1---,0,28,0,1,0,0,male,0,Post-graduation (MA/MS etc.),1,0,0,0,1,1,0,0,0,0,"10,000-14,999",0,1,0
146,2,NA,NA,NA,2---,0,45,0,1,0,1,male,0,No formal education,0,1,0,0,0,1,0,0,0,1,"2500-4,999",1,0,0
147,1,NA,NA,NA,1---,0,49,0,1,0,1,female,1,No formal education,0,1,0,0,0,1,0,0,0,0,"0-2,499",1,0,0
148,1,NA,NA,NA,1---,1,36,0,1,0,1,female,1,Class 10,0,0,1,0,0,1,0,0,0,1,"2500-4,999",1,0,0
149,1,NA,NA,NA,1---,0,40,0,1,0,1,female,1,No formal education,0,1,0,0,0,1,0,0,0,0,"2500-4,999",1,0,0
150,2,NA,NA,NA,2---,0,32,0,1,0,0,male,0,No formal education,0,1,0,0,0,1,0,0,0,1,"0-2,499",1,0,0
151,1,NA,NA,NA,1---,1,21,1,0,0,0,male,0,No formal education,0,1,0,0,0,1,0,0,0,1,"10,000-14,999",0,1,0
152,2,NA,NA,NA,2---,1,41,0,1,0,1,male,0,No formal education,0,1,0,0,0,1,0,0,0,1,"0-2,499",1,0,0
153,1,NA,NA,NA,1---,0,45,0,1,0,1,male,0,Class 8,0,0,1,0,0,1,0,0,0,1,"10,000-14,999",0,1,0
154,1,NA,NA,NA,1---,0,19,1,0,0,0,female,1,Class 11,0,0,1,0,0,1,0,0,0,0,"2500-4,999",1,0,0
155,1,NA,NA,NA,1---,1,23,1,0,0,0,male,0,Graduation (BA/BS etc.),1,0,0,0,1,1,0,0,0,0,"2500-4,999",1,0,0
156,2,NA,NA,NA,2---,1,27,1,0,0,0,male,0,Class 7,0,0,1,0,0,1,0,0,0,1,"2500-4,999",1,0,0
157,1,NA,NA,NA,1---,1,23,1,0,0,0,female,1,Class 8,0,0,1,0,0,1,0,0,0,0,"5,000-9,999",0,1,0
158,1,NA,NA,NA,1---,1,57,0,0,1,1,female,1,No formal education,0,1,0,0,0,1,0,0,0,0,"2500-4,999",1,0,0
159,1,NA,NA,NA,1---,0,33,0,1,0,0,male,0,Class 9,0,0,1,0,0,1,0,0,0,0,"10,000-14,999",0,1,0
160,1,NA,NA,NA,1---,0,39,0,1,0,1,female,1,No formal education,0,1,0,0,0,1,0,0,0,0,"2500-4,999",1,0,0
161,1,NA,NA,NA,1---,0,55,0,0,1,1,male,0,No formal education,0,1,0,0,0,1,0,0,0,1,"2500-4,999",1,0,0
162,3,NA,NA,NA,3---,1,40,0,1,0,1,male,0,No formal education,0,1,0,0,0,1,0,0,0,1,"0-2,499",1,0,0
163,2,NA,NA,NA,2---,1,85,0,0,1,1,male,0,Post-graduation (MA/MS etc.),1,0,0,0,1,1,0,0,0,0,NA,0,0,1
164,1,NA,NA,NA,1---,1,25,1,0,0,0,male,0,Graduation (BA/BS etc.),1,0,0,0,1,1,0,0,0,0,"15,000-19,999",0,0,1
165,1,NA,NA,NA,1---,1,33,0,1,0,0,female,1,Class 12,1,0,0,1,0,1,0,0,0,0,"10,000-14,999",0,1,0
166,1,NA,NA,NA,1---,1,52,0,0,1,1,female,1,No formal education,0,1,0,0,0,1,0,0,0,0,"5,000-9,999",0,1,0
167,1,NA,NA,NA,1---,0,60,0,0,1,1,male,0,No formal education,0,1,0,0,0,1,0,0,0,0,"0-2,499",1,0,0
168,1,NA,NA,NA,1---,0,40,0,1,0,1,female,1,No formal education,0,1,0,0,0,1,0,0,0,0,"15,000-19,999",0,0,1
169,1,NA,NA,NA,1---,0,76,0,0,1,1,female,1,No formal education,0,1,0,0,0,1,0,0,0,0,"20,000-29,999",0,0,1
170,1,NA,NA,NA,1---,1,30,0,1,0,0,female,1,Graduation (BA/BS etc.),1,0,0,0,1,1,0,0,0,0,"2500-4,999",1,0,0
171,1,NA,NA,NA,1---,1,35,0,1,0,0,male,0,Class 6,0,0,1,0,0,1,0,0,0,1,"5,000-9,999",0,1,0
172,1,NA,NA,NA,1---,1,29,0,1,0,0,male,0,Class 9,0,0,1,0,0,1,0,0,0,1,"5,000-9,999",0,1,0
173,2,NA,NA,NA,2---,0,60,0,0,1,1,female,1,Class 10,0,0,1,0,0,1,0,0,0,0,"40,000-49,999",0,0,1
174,1,NA,NA,NA,1---,0,65,0,0,1,1,female,1,Class 10,0,0,1,0,0,1,0,0,0,0,"15,000-19,999",0,0,1
175,1,NA,NA,NA,1---,0,25,1,0,0,0,female,1,Class 9,0,0,1,0,0,1,0,0,0,0,"2500-4,999",1,0,0
176,1,NA,NA,NA,1---,1,23,1,0,0,0,male,0,Class 10,0,0,1,0,0,1,0,0,0,0,"0-2,499",1,0,0
177,2,NA,NA,NA,2---,1,22,1,0,0,0,female,1,Class 9,0,0,1,0,0,1,0,0,0,0,"2500-4,999",1,0,0
178,1,NA,NA,NA,1---,0,21,1,0,0,0,male,0,Class 10,0,0,1,0,0,1,0,0,0,1,"0-2,499",1,0,0
179,1,NA,NA,NA,1---,1,24,1,0,0,0,male,0,Class 10,0,0,1,0,0,1,0,0,0,1,"10,000-14,999",0,1,0
180,2,NA,NA,NA,2---,0,20,1,0,0,0,female,1,Some college,1,0,0,1,0,0,0,0,0,0,"0-2,499",1,0,0
181,1,NA,NA,NA,1---,0,19,1,0,0,0,male,0,Some college,1,0,0,1,0,1,0,0,0,0,"10,000-14,999",0,1,0
182,1,NA,NA,NA,1---,1,29,0,1,0,0,male,0,Class 3,0,0,0,0,0,1,0,0,0,1,"2500-4,999",1,0,0
183,1,NA,NA,NA,1---,0,68,0,0,1,1,male,0,Class 5,0,0,0,0,0,1,0,0,0,1,"2500-4,999",1,0,0
184,2,NA,NA,NA,2---,1,30,0,1,0,0,female,1,Class 9,0,0,1,0,0,1,0,0,0,0,"5,000-9,999",0,1,0
185,1,NA,NA,NA,1---,1,31,0,1,0,0,male,0,Class 5,0,0,0,0,0,1,0,0,0,1,"2500-4,999",1,0,0
186,1,NA,NA,NA,1---,1,35,0,1,0,0,female,1,No formal education,0,1,0,0,0,1,0,0,0,0,"2500-4,999",1,0,0
187,1,NA,NA,NA,1---,1,30,0,1,0,0,female,1,Some college,1,0,0,1,0,1,0,0,0,0,"30,000-39,999",0,0,1
188,1,NA,NA,NA,1---,1,35,0,1,0,0,female,1,No formal education,0,1,0,0,0,1,0,0,0,1,"More than 1,00,000",0,0,1
189,1,NA,NA,NA,1---,1,45,0,1,0,1,male,0,Class 9,0,0,1,0,0,1,0,0,0,1,"2500-4,999",1,0,0
