unit,id,treat,ch_civil,ch_uncivil,ch_intolerant,ch_threatening,treatment,uncivil,intolerant,threatening,pid,rank1,gender,agegroup,racecat_anes,educ,fil_lurker_visit,anger,disgust,pid7
381,381,1,4,3,1,2,intolerant,100,100,100,Democrat,intolerant,Male,Born 1975-1990,White,PhD,Every day  ,100,100,Strong Democrat
382,382,0,3,1,2,4,control,89,76,18,Independent,uncivil,Male,Born 1991 or later,White,High school graduate,Every day  ,28,68,Independent
383,383,0,3,1,2,4,control,71,80,0,Independent,uncivil,Male,Born 1991 or later,White,High school graduate,Every day  ,59,63,Independent
384,384,1,3,2,1,4,intolerant,100,100,0,Democrat,intolerant,Male,Born 1975-1990,White,Professional degree,Less often,100,100,Strong Democrat
385,385,1,4,3,1,2,intolerant,96,100,79,Democrat,intolerant,Male,Born 1991 or later,White,College,Every day  ,100,100,Strong Democrat
386,386,0,4,2,1,3,control,100,100,100,Independent,intolerant,Male,Born 1991 or later,Race other/multiple,College,A few times a month  ,100,100,Independent
387,387,0,1,3,2,4,control,10,60,0,Republican,civil,Male,Born 1959-1974,White,Postgraduate (e.g. Masters),Every day  ,0,0,Strong Republican
388,388,1,4,2,1,3,intolerant,91,100,70,Democrat,intolerant,Male,Born 1991 or later,White,College,Every day  ,80,91,Democrat
389,389,0,4,2,1,3,control,100,100,0,Democrat,intolerant,Other,Born 1991 or later,White,High school graduate,Every day  ,100,100,Democrat
390,390,1,4,2,1,3,intolerant,75,100,50,Independent,intolerant,Male,Born 1991 or later,White,College,Less often,25,50,Independent
391,391,0,4,2,1,3,control,82,74,67,Democrat,intolerant,Other,Born 1991 or later,White,College,Every day  ,74,73,Leaning Democrat
392,392,1,4,2,1,3,intolerant,86,100,31,Democrat,intolerant,Male,Born 1991 or later,Hispanic,High school graduate,Every day  ,83,100,Democrat
393,393,0,3,2,1,4,control,41,77,0,Democrat,intolerant,Male,Born 1975-1990,White,High school graduate,Less often,55,71,Strong Democrat
394,394,0,3,2,1,4,control,56,92,0,Democrat,intolerant,Male,Born 1991 or later,White,High school graduate,Every day  ,61,82,Leaning Democrat
395,395,1,3,2,1,4,intolerant,100,100,0,Independent,intolerant,Male,Born 1991 or later,Hispanic,College,Every day  ,18,63,Independent
